"","customer","supplier","qty"
"16206","5N Plus Belgium SA (ex Sidech)","BASF",0
"16207","5N Plus Belgium SA (ex Sidech)","BASF",0
"16208","5N Plus Belgium SA (ex Sidech)","BASF",0
"16209","5N Plus Belgium SA (ex Sidech)","BASF",0
"16210","5N Plus Belgium SA (ex Sidech)","BASF",0
"16211","5N Plus Belgium SA (ex Sidech)","BASF",0
"16212","5N Plus Belgium SA (ex Sidech)","BASF",0
"16213","5N Plus Belgium SA (ex Sidech)","BASF",0
"16214","5N Plus Belgium SA (ex Sidech)","BASF",0
"16215","5N Plus Belgium SA (ex Sidech)","BASF",0
"16216","5N Plus Belgium SA (ex Sidech)","BASF",0
"16217","5N Plus Belgium SA (ex Sidech)","BASF",0
"16218","5N Plus Belgium SA (ex Sidech)","BASF",0
"16219","5N Plus Belgium SA (ex Sidech)","BASF",0
"16220","5N Plus Belgium SA (ex Sidech)","BASF",0
"16221","5N Plus Belgium SA (ex Sidech)","BASF",0
"16222","5N Plus Belgium SA (ex Sidech)","BASF",0
"16223","5N Plus Belgium SA (ex Sidech)","BASF",0
"16224","5N Plus Belgium SA (ex Sidech)","BASF",0
"16225","5N Plus Belgium SA (ex Sidech)","BASF",0
"16226","5N Plus Belgium SA (ex Sidech)","BASF",0
"16227","5N Plus Belgium SA (ex Sidech)","BASF",0
"16228","5N Plus Belgium SA (ex Sidech)","BASF",0
"16229","5N Plus Belgium SA (ex Sidech)","BASF",0
"16230","5N Plus Belgium SA (ex Sidech)","BASF",0
"16231","5N Plus Belgium SA (ex Sidech)","BASF",0
"16232","5N Plus Belgium SA (ex Sidech)","BASF",0
"16233","5N Plus Belgium SA (ex Sidech)","BASF",0
"16234","5N Plus Belgium SA (ex Sidech)","BASF",0
"16235","5N Plus Belgium SA (ex Sidech)","BASF",0
"16236","5N Plus Belgium SA (ex Sidech)","BASF",0
"16237","5N Plus Belgium SA (ex Sidech)","BASF",0
"16238","5N Plus Belgium SA (ex Sidech)","BASF",0
"16239","5N Plus Belgium SA (ex Sidech)","BASF",0
"16240","5N Plus Belgium SA (ex Sidech)","BASF",0
"16241","5N Plus Belgium SA (ex Sidech)","BASF",0
"16242","5N Plus Belgium SA (ex Sidech)","BASF",0
"16243","5N Plus Belgium SA (ex Sidech)","BASF",0
"16244","5N Plus Belgium SA (ex Sidech)","BASF",0
"16245","5N Plus Belgium SA (ex Sidech)","BASF",0
"16246","5N Plus Belgium SA (ex Sidech)","BASF",0
"16247","5N Plus Belgium SA (ex Sidech)","BASF",0
"16248","5N Plus Belgium SA (ex Sidech)","BASF",0
"16249","5N Plus Belgium SA (ex Sidech)","BASF",0
"16250","5N Plus Belgium SA (ex Sidech)","BASF",0
"16251","5N Plus Belgium SA (ex Sidech)","BASF",0
"16252","5N Plus Belgium SA (ex Sidech)","BASF",0
"16253","5N Plus Belgium SA (ex Sidech)","BASF",0
"16254","5N Plus Belgium SA (ex Sidech)","BASF",0
"16255","5N Plus Belgium SA (ex Sidech)","BASF",0
"16256","5N Plus Belgium SA (ex Sidech)","BASF",0
"16257","5N Plus Belgium SA (ex Sidech)","BASF",0
"16258","5N Plus Belgium SA (ex Sidech)","BASF",0
"16259","5N Plus Belgium SA (ex Sidech)","BASF",0
"16260","5N Plus Belgium SA (ex Sidech)","BASF",0
"16261","5N Plus Belgium SA (ex Sidech)","BASF",0
"16262","5N Plus Belgium SA (ex Sidech)","BASF",0
"16263","5N Plus Belgium SA (ex Sidech)","BASF",0
"16264","5N Plus Belgium SA (ex Sidech)","BASF",0
"16265","5N Plus Belgium SA (ex Sidech)","BASF",0
"16266","5N Plus Belgium SA (ex Sidech)","BASF",0
"16267","5N Plus Belgium SA (ex Sidech)","BASF",0
"16268","5N Plus Belgium SA (ex Sidech)","BASF",0
"16269","5N Plus Belgium SA (ex Sidech)","BASF",0
"16270","5N Plus Belgium SA (ex Sidech)","BASF",0
"16271","5N Plus Belgium SA (ex Sidech)","BASF",0
"16272","5N Plus Belgium SA (ex Sidech)","BASF",0
"16273","5N Plus Belgium SA (ex Sidech)","BASF",0
"16274","5N Plus Belgium SA (ex Sidech)","BASF",0
"16275","5N Plus Belgium SA (ex Sidech)","BASF",0
"16276","5N Plus Belgium SA (ex Sidech)","BASF",0
"16277","5N Plus Belgium SA (ex Sidech)","BASF",0
"16278","5N Plus Belgium SA (ex Sidech)","BASF",0
"16279","5N Plus Belgium SA (ex Sidech)","BASF",0
"16280","5N Plus Belgium SA (ex Sidech)","BASF",0
"16281","5N Plus Belgium SA (ex Sidech)","BASF",0
"16282","5N Plus Belgium SA (ex Sidech)","BASF",0
"16283","5N Plus Belgium SA (ex Sidech)","BASF",0
"16284","5N Plus Belgium SA (ex Sidech)","BASF",0
"16285","5N Plus Belgium SA (ex Sidech)","BASF",0
"16286","5N Plus Belgium SA (ex Sidech)","BASF",0
"16287","5N Plus Belgium SA (ex Sidech)","BASF",0
"16288","5N Plus Belgium SA (ex Sidech)","BASF",0
"16289","5N Plus Belgium SA (ex Sidech)","BASF",0
"16290","5N Plus Belgium SA (ex Sidech)","BASF",0
"16291","5N Plus Belgium SA (ex Sidech)","BASF",0
"16292","5N Plus Belgium SA (ex Sidech)","BASF",0
"16293","5N Plus Belgium SA (ex Sidech)","BASF",0
"16294","5N Plus Belgium SA (ex Sidech)","BASF",0
"16295","5N Plus Belgium SA (ex Sidech)","BASF",0
"16296","5N Plus Belgium SA (ex Sidech)","BASF",0
"16297","5N Plus Belgium SA (ex Sidech)","BASF",0
"16298","5N Plus Belgium SA (ex Sidech)","BASF",0
"16299","5N Plus Belgium SA (ex Sidech)","BASF",0
"16300","5N Plus Belgium SA (ex Sidech)","BASF",0
"16301","5N Plus Belgium SA (ex Sidech)","BASF",0
"16302","5N Plus Belgium SA (ex Sidech)","BASF",0
"16303","5N Plus Belgium SA (ex Sidech)","BASF",0
"16304","5N Plus Belgium SA (ex Sidech)","BASF",0
"16305","5N Plus Belgium SA (ex Sidech)","BASF",0
"16306","5N Plus Belgium SA (ex Sidech)","BASF",0
"16307","5N Plus Belgium SA (ex Sidech)","BASF",0
"16308","5N Plus Belgium SA (ex Sidech)","BASF",0
"16309","5N Plus Belgium SA (ex Sidech)","BASF",0
"16310","5N Plus Belgium SA (ex Sidech)","BASF",0
"16311","5N Plus Belgium SA (ex Sidech)","BASF",0
"16312","5N Plus Belgium SA (ex Sidech)","BASF",0
"16313","5N Plus Belgium SA (ex Sidech)","BASF",0
"16314","5N Plus Belgium SA (ex Sidech)","BASF",0
"16315","5N Plus Belgium SA (ex Sidech)","BASF",0
"16316","5N Plus Belgium SA (ex Sidech)","BASF",0
"16317","5N Plus Belgium SA (ex Sidech)","BASF",0
"16318","5N Plus Belgium SA (ex Sidech)","BASF",0
"16319","5N Plus Belgium SA (ex Sidech)","BASF",0
"16320","5N Plus Belgium SA (ex Sidech)","BASF",0
"16321","5N Plus Belgium SA (ex Sidech)","BASF",0
"16322","5N Plus Belgium SA (ex Sidech)","BASF",0
"16323","5N Plus Belgium SA (ex Sidech)","BASF",0
"16324","5N Plus Belgium SA (ex Sidech)","BASF",0
"16325","5N Plus Belgium SA (ex Sidech)","BASF",0
"16326","5N Plus Belgium SA (ex Sidech)","BASF",0
"16327","5N Plus Belgium SA (ex Sidech)","BASF",0
"16328","5N Plus Belgium SA (ex Sidech)","BASF",0
"16329","5N Plus Belgium SA (ex Sidech)","BASF",0
"16330","5N Plus Belgium SA (ex Sidech)","BASF",0
"16331","5N Plus Belgium SA (ex Sidech)","BASF",0
"16332","5N Plus Belgium SA (ex Sidech)","BASF",0
"16333","5N Plus Belgium SA (ex Sidech)","BASF",0
"16334","5N Plus Belgium SA (ex Sidech)","BASF",0
"16335","5N Plus Belgium SA (ex Sidech)","BASF",0
"16336","5N Plus Belgium SA (ex Sidech)","BASF",0
"16337","5N Plus Belgium SA (ex Sidech)","BASF",0
"16338","5N Plus Belgium SA (ex Sidech)","BASF",0
"16339","5N Plus Belgium SA (ex Sidech)","BASF",0
"16340","5N Plus Belgium SA (ex Sidech)","BASF",0
"16341","5N Plus Belgium SA (ex Sidech)","BASF",0
"16342","5N Plus Belgium SA (ex Sidech)","BASF",0
"16343","5N Plus Belgium SA (ex Sidech)","BASF",0
"16344","5N Plus Belgium SA (ex Sidech)","BASF",0
"16345","5N Plus Belgium SA (ex Sidech)","BASF",0
"16346","5N Plus Belgium SA (ex Sidech)","BASF",0
"16347","5N Plus Belgium SA (ex Sidech)","BASF",0
"16348","5N Plus Belgium SA (ex Sidech)","BASF",0
"16349","5N Plus Belgium SA (ex Sidech)","BASF",0
"16350","5N Plus Belgium SA (ex Sidech)","BASF",0
"16351","5N Plus Belgium SA (ex Sidech)","BASF",0
"16352","5N Plus Belgium SA (ex Sidech)","BASF",0
"16353","5N Plus Belgium SA (ex Sidech)","BASF",0
"16354","5N Plus Belgium SA (ex Sidech)","BASF",0
"16355","5N Plus Belgium SA (ex Sidech)","BASF",0
"16356","5N Plus Belgium SA (ex Sidech)","BASF",0
"16357","5N Plus Belgium SA (ex Sidech)","BASF",0
"16358","5N Plus Belgium SA (ex Sidech)","BASF",0
"16359","5N Plus Belgium SA (ex Sidech)","BASF",0
"16360","5N Plus Belgium SA (ex Sidech)","BASF",0
"16361","5N Plus Belgium SA (ex Sidech)","BASF",0
"16362","5N Plus Belgium SA (ex Sidech)","BASF",0
"16363","5N Plus Belgium SA (ex Sidech)","BASF",0
"16364","5N Plus Belgium SA (ex Sidech)","BASF",0
"16365","5N Plus Belgium SA (ex Sidech)","BASF",0
"16366","5N Plus Belgium SA (ex Sidech)","BASF",0
"16367","5N Plus Belgium SA (ex Sidech)","BASF",0
"16368","5N Plus Belgium SA (ex Sidech)","BASF",0
"16369","5N Plus Belgium SA (ex Sidech)","BASF",0
"16370","5N Plus Belgium SA (ex Sidech)","BASF",0
"16371","5N Plus Belgium SA (ex Sidech)","BASF",0
"16372","5N Plus Belgium SA (ex Sidech)","BASF",0
"16373","5N Plus Belgium SA (ex Sidech)","BASF",0
"16374","5N Plus Belgium SA (ex Sidech)","BASF",0
"16375","5N Plus Belgium SA (ex Sidech)","BASF",0
"16376","5N Plus Belgium SA (ex Sidech)","BASF",0
"16377","5N Plus Belgium SA (ex Sidech)","BASF",0
"16378","5N Plus Belgium SA (ex Sidech)","BASF",0
"16379","5N Plus Belgium SA (ex Sidech)","BASF",0
"16380","5N Plus Belgium SA (ex Sidech)","BASF",0
"16381","5N Plus Belgium SA (ex Sidech)","BASF",0
"16382","5N Plus Belgium SA (ex Sidech)","BASF",0
"16383","5N Plus Belgium SA (ex Sidech)","BASF",0
"16384","5N Plus Belgium SA (ex Sidech)","BASF",0
"16385","5N Plus Belgium SA (ex Sidech)","BASF",0
"16386","5N Plus Belgium SA (ex Sidech)","BASF",0
"16387","5N Plus Belgium SA (ex Sidech)","BASF",0
"16388","5N Plus Belgium SA (ex Sidech)","BASF",0
"16389","5N Plus Belgium SA (ex Sidech)","BASF",0
"16390","5N Plus Belgium SA (ex Sidech)","BASF",0
"16391","5N Plus Belgium SA (ex Sidech)","BASF",0
"16392","5N Plus Belgium SA (ex Sidech)","BASF",0
"16393","5N Plus Belgium SA (ex Sidech)","BASF",0
"16394","5N Plus Belgium SA (ex Sidech)","BASF",0
"16395","5N Plus Belgium SA (ex Sidech)","BASF",0
"16396","5N Plus Belgium SA (ex Sidech)","BASF",0
"16397","5N Plus Belgium SA (ex Sidech)","BASF",0
"16398","5N Plus Belgium SA (ex Sidech)","BASF",0
"16399","5N Plus Belgium SA (ex Sidech)","BASF",0
"16400","5N Plus Belgium SA (ex Sidech)","BASF",0
"16401","5N Plus Belgium SA (ex Sidech)","BASF",0
"16402","5N Plus Belgium SA (ex Sidech)","BASF",0
"16403","5N Plus Belgium SA (ex Sidech)","BASF",0
"16404","5N Plus Belgium SA (ex Sidech)","BASF",0
"16405","5N Plus Belgium SA (ex Sidech)","BASF",0
"16406","5N Plus Belgium SA (ex Sidech)","BASF",0
"16407","5N Plus Belgium SA (ex Sidech)","BASF",0
"16408","5N Plus Belgium SA (ex Sidech)","BASF",0
"16409","5N Plus Belgium SA (ex Sidech)","BASF",0
"16410","5N Plus Belgium SA (ex Sidech)","BASF",0
"16411","5N Plus Belgium SA (ex Sidech)","BASF",0
"16412","5N Plus Belgium SA (ex Sidech)","BASF",0
"16413","5N Plus Belgium SA (ex Sidech)","BASF",0
"16414","5N Plus Belgium SA (ex Sidech)","BASF",0
"16415","5N Plus Belgium SA (ex Sidech)","BASF",0
"16416","5N Plus Belgium SA (ex Sidech)","BASF",0
"16417","5N Plus Belgium SA (ex Sidech)","BASF",0
"16418","5N Plus Belgium SA (ex Sidech)","BASF",0
"16419","5N Plus Belgium SA (ex Sidech)","BASF",0
"16420","5N Plus Belgium SA (ex Sidech)","BASF",0
"16421","5N Plus Belgium SA (ex Sidech)","BASF",0
"16422","5N Plus Belgium SA (ex Sidech)","BASF",0
"16423","5N Plus Belgium SA (ex Sidech)","BASF",0
"16424","5N Plus Belgium SA (ex Sidech)","BASF",0
"16425","5N Plus Belgium SA (ex Sidech)","BASF",0
"16426","5N Plus Belgium SA (ex Sidech)","BASF",0
"16427","5N Plus Belgium SA (ex Sidech)","BASF",0
"16428","5N Plus Belgium SA (ex Sidech)","BASF",0
"16429","5N Plus Belgium SA (ex Sidech)","BASF",0
"16430","5N Plus Belgium SA (ex Sidech)","BASF",0
"16431","5N Plus Belgium SA (ex Sidech)","BASF",0
"16432","5N Plus Belgium SA (ex Sidech)","BASF",0
"16433","5N Plus Belgium SA (ex Sidech)","BASF",0
"16434","5N Plus Belgium SA (ex Sidech)","BASF",0
"16435","5N Plus Belgium SA (ex Sidech)","BASF",0
"16436","5N Plus Belgium SA (ex Sidech)","BASF",0
"16437","5N Plus Belgium SA (ex Sidech)","BASF",0
"16438","5N Plus Belgium SA (ex Sidech)","BASF",0
"16439","5N Plus Belgium SA (ex Sidech)","BASF",0
"16440","5N Plus Belgium SA (ex Sidech)","BASF",0
"16441","5N Plus Belgium SA (ex Sidech)","BASF",0
"16442","5N Plus Belgium SA (ex Sidech)","BASF",0
"16443","5N Plus Belgium SA (ex Sidech)","BASF",0
"16444","5N Plus Belgium SA (ex Sidech)","BASF",0
"16445","5N Plus Belgium SA (ex Sidech)","BASF",0
"16446","5N Plus Belgium SA (ex Sidech)","BASF",0
"16447","5N Plus Belgium SA (ex Sidech)","BASF",0
"16448","5N Plus Belgium SA (ex Sidech)","BASF",0
"16449","5N Plus Belgium SA (ex Sidech)","BASF",0
"16450","5N Plus Belgium SA (ex Sidech)","BASF",0
"16451","5N Plus Belgium SA (ex Sidech)","BASF",0
"16452","5N Plus Belgium SA (ex Sidech)","BASF",0
"16453","5N Plus Belgium SA (ex Sidech)","BASF",0
"16454","5N Plus Belgium SA (ex Sidech)","BASF",0
"16455","5N Plus Belgium SA (ex Sidech)","BASF",0
"16456","5N Plus Belgium SA (ex Sidech)","BASF",0
"16457","5N Plus Belgium SA (ex Sidech)","BASF",0
"16458","5N Plus Belgium SA (ex Sidech)","BASF",0
"16459","5N Plus Belgium SA (ex Sidech)","BASF",0
"16460","5N Plus Belgium SA (ex Sidech)","BASF",0
"16461","5N Plus Belgium SA (ex Sidech)","BASF",0
"16462","5N Plus Belgium SA (ex Sidech)","BASF",0
"16463","5N Plus Belgium SA (ex Sidech)","BASF",0
"16464","5N Plus Belgium SA (ex Sidech)","BASF",0
"16465","5N Plus Belgium SA (ex Sidech)","BASF",0
"16466","5N Plus Belgium SA (ex Sidech)","BASF",0
"16467","5N Plus Belgium SA (ex Sidech)","BASF",0
"16468","5N Plus Belgium SA (ex Sidech)","BASF",0
"16469","5N Plus Belgium SA (ex Sidech)","BASF",0
"16470","5N Plus Belgium SA (ex Sidech)","BASF",0
"16471","5N Plus Belgium SA (ex Sidech)","BASF",0
"16472","5N Plus Belgium SA (ex Sidech)","BASF",0
"16473","5N Plus Belgium SA (ex Sidech)","BASF",0
"16474","5N Plus Belgium SA (ex Sidech)","BASF",0
"16475","5N Plus Belgium SA (ex Sidech)","BASF",0
"16476","5N Plus Belgium SA (ex Sidech)","BASF",0
"16477","5N Plus Belgium SA (ex Sidech)","BASF",0
"16478","5N Plus Belgium SA (ex Sidech)","BASF",0
"16479","5N Plus Belgium SA (ex Sidech)","BASF",0
"16480","5N Plus Belgium SA (ex Sidech)","BASF",0
"16481","5N Plus Belgium SA (ex Sidech)","BASF",0
"16482","5N Plus Belgium SA (ex Sidech)","BASF",0
"16483","5N Plus Belgium SA (ex Sidech)","BASF",0
"16484","5N Plus Belgium SA (ex Sidech)","BASF",0
"16485","5N Plus Belgium SA (ex Sidech)","BASF",0
"16486","5N Plus Belgium SA (ex Sidech)","BASF",0
"16487","5N Plus Belgium SA (ex Sidech)","BASF",0
"16488","5N Plus Belgium SA (ex Sidech)","BASF",0
"16489","5N Plus Belgium SA (ex Sidech)","BASF",0
"16490","5N Plus Belgium SA (ex Sidech)","BASF",0
"16491","5N Plus Belgium SA (ex Sidech)","BASF",0
"16492","5N Plus Belgium SA (ex Sidech)","BASF",0
"16493","5N Plus Belgium SA (ex Sidech)","BASF",0
"16494","5N Plus Belgium SA (ex Sidech)","BASF",0
"16495","5N Plus Belgium SA (ex Sidech)","BASF",0
"16496","5N Plus Belgium SA (ex Sidech)","BASF",0
"16497","5N Plus Belgium SA (ex Sidech)","BASF",0
"16498","5N Plus Belgium SA (ex Sidech)","BASF",0
"16499","5N Plus Belgium SA (ex Sidech)","BASF",0
"16500","5N Plus Belgium SA (ex Sidech)","BASF",0
"16501","5N Plus Belgium SA (ex Sidech)","BASF",0
"16502","5N Plus Belgium SA (ex Sidech)","BASF",0
"16503","5N Plus Belgium SA (ex Sidech)","BASF",0
"16504","5N Plus Belgium SA (ex Sidech)","BASF",0
"16505","5N Plus Belgium SA (ex Sidech)","BASF",0
"16506","5N Plus Belgium SA (ex Sidech)","BASF",0
"16507","5N Plus Belgium SA (ex Sidech)","BASF",0
"16508","5N Plus Belgium SA (ex Sidech)","BASF",0
"16509","5N Plus Belgium SA (ex Sidech)","BASF",0
"16510","5N Plus Belgium SA (ex Sidech)","BASF",0
"16511","5N Plus Belgium SA (ex Sidech)","BASF",0
"16512","5N Plus Belgium SA (ex Sidech)","BASF",0
"16513","5N Plus Belgium SA (ex Sidech)","BASF",0
"16514","5N Plus Belgium SA (ex Sidech)","BASF",0
"16515","5N Plus Belgium SA (ex Sidech)","BASF",0
"16516","5N Plus Belgium SA (ex Sidech)","BASF",0
"16517","5N Plus Belgium SA (ex Sidech)","BASF",0
"16518","5N Plus Belgium SA (ex Sidech)","BASF",0
"16519","5N Plus Belgium SA (ex Sidech)","BASF",0
"16520","5N Plus Belgium SA (ex Sidech)","BASF",0
"16521","5N Plus Belgium SA (ex Sidech)","BASF",0
"16522","5N Plus Belgium SA (ex Sidech)","BASF",0
"16523","5N Plus Belgium SA (ex Sidech)","BASF",0
"16524","5N Plus Belgium SA (ex Sidech)","BASF",0
"16525","5N Plus Belgium SA (ex Sidech)","BASF",0
"16526","5N Plus Belgium SA (ex Sidech)","BASF",0
"16527","5N Plus Belgium SA (ex Sidech)","BASF",0
"16528","5N Plus Belgium SA (ex Sidech)","BASF",0
"16529","5N Plus Belgium SA (ex Sidech)","BASF",0
"16530","5N Plus Belgium SA (ex Sidech)","BASF",0
"16531","5N Plus Belgium SA (ex Sidech)","BASF",0
"16532","5N Plus Belgium SA (ex Sidech)","BASF",0
"16533","5N Plus Belgium SA (ex Sidech)","BASF",0
"16534","5N Plus Belgium SA (ex Sidech)","BASF",0
"16535","5N Plus Belgium SA (ex Sidech)","BASF",0
"16536","5N Plus Belgium SA (ex Sidech)","BASF",0
"16537","5N Plus Belgium SA (ex Sidech)","BASF",0
"16538","5N Plus Belgium SA (ex Sidech)","BASF",0
"16539","5N Plus Belgium SA (ex Sidech)","BASF",0
"16540","5N Plus Belgium SA (ex Sidech)","BASF",0
"16541","5N Plus Belgium SA (ex Sidech)","BASF",0
"16542","5N Plus Belgium SA (ex Sidech)","BASF",0
"16543","5N Plus Belgium SA (ex Sidech)","BASF",0
"16544","5N Plus Belgium SA (ex Sidech)","BASF",0
"16545","5N Plus Belgium SA (ex Sidech)","BASF",0
"16546","5N Plus Belgium SA (ex Sidech)","BASF",0
"16547","5N Plus Belgium SA (ex Sidech)","BASF",0
"16548","5N Plus Belgium SA (ex Sidech)","BASF",0
"16549","5N Plus Belgium SA (ex Sidech)","BASF",0
"16550","5N Plus Belgium SA (ex Sidech)","BASF",0
"16551","5N Plus Belgium SA (ex Sidech)","BASF",0
"16552","5N Plus Belgium SA (ex Sidech)","BASF",0
"16553","5N Plus Belgium SA (ex Sidech)","BASF",0
"16554","5N Plus Belgium SA (ex Sidech)","BASF",0
"16555","5N Plus Belgium SA (ex Sidech)","BASF",0
"16556","5N Plus Belgium SA (ex Sidech)","BASF",0
"16557","5N Plus Belgium SA (ex Sidech)","BASF",0
"16558","5N Plus Belgium SA (ex Sidech)","BASF",0
"16559","5N Plus Belgium SA (ex Sidech)","BASF",0
"16560","5N Plus Belgium SA (ex Sidech)","BASF",0
"16561","5N Plus Belgium SA (ex Sidech)","BASF",0
"16562","5N Plus Belgium SA (ex Sidech)","BASF",0
"16563","5N Plus Belgium SA (ex Sidech)","BASF",0
"16564","5N Plus Belgium SA (ex Sidech)","BASF",0
"16565","5N Plus Belgium SA (ex Sidech)","BASF",0
"16566","5N Plus Belgium SA (ex Sidech)","BASF",0
"16567","5N Plus Belgium SA (ex Sidech)","BASF",0
"16568","5N Plus Belgium SA (ex Sidech)","BASF",0
"16569","5N Plus Belgium SA (ex Sidech)","BASF",0
"16570","5N Plus Belgium SA (ex Sidech)","BASF",0
"16571","5N Plus Belgium SA (ex Sidech)","BASF",0
"16572","5N Plus Belgium SA (ex Sidech)","BASF",0
"16573","5N Plus Belgium SA (ex Sidech)","BASF",0
"16574","5N Plus Belgium SA (ex Sidech)","BASF",0
"16575","5N Plus Belgium SA (ex Sidech)","BASF",0
"16576","5N Plus Belgium SA (ex Sidech)","BASF",0
"16577","5N Plus Belgium SA (ex Sidech)","BASF",0
"16578","5N Plus Belgium SA (ex Sidech)","BASF",0
"16579","5N Plus Belgium SA (ex Sidech)","BASF",0
"16580","5N Plus Belgium SA (ex Sidech)","BASF",0
"16581","5N Plus Belgium SA (ex Sidech)","BASF",0
"16582","5N Plus Belgium SA (ex Sidech)","BASF",0
"16583","5N Plus Belgium SA (ex Sidech)","BASF",0
"16584","5N Plus Belgium SA (ex Sidech)","BASF",0
"16585","5N Plus Belgium SA (ex Sidech)","BASF",0
"16586","5N Plus Belgium SA (ex Sidech)","BASF",0
"16587","5N Plus Belgium SA (ex Sidech)","BASF",0
"16588","5N Plus Belgium SA (ex Sidech)","BASF",0
"16589","5N Plus Belgium SA (ex Sidech)","BASF",0
"16590","5N Plus Belgium SA (ex Sidech)","BASF",0
"16591","5N Plus Belgium SA (ex Sidech)","BASF",0
"16592","5N Plus Belgium SA (ex Sidech)","BASF",0
"16593","5N Plus Belgium SA (ex Sidech)","BASF",0
"16594","5N Plus Belgium SA (ex Sidech)","BASF",0
"16595","5N Plus Belgium SA (ex Sidech)","BASF",0
"16596","5N Plus Belgium SA (ex Sidech)","BASF",0
"16597","5N Plus Belgium SA (ex Sidech)","BASF",0
"16598","5N Plus Belgium SA (ex Sidech)","BASF",0
"16599","5N Plus Belgium SA (ex Sidech)","BASF",0
"16600","5N Plus Belgium SA (ex Sidech)","BASF",0
"16601","5N Plus Belgium SA (ex Sidech)","BASF",0
"16602","5N Plus Belgium SA (ex Sidech)","BASF",0
"16603","5N Plus Belgium SA (ex Sidech)","BASF",0
"16604","5N Plus Belgium SA (ex Sidech)","BASF",0
"16605","5N Plus Belgium SA (ex Sidech)","BASF",0
"16606","5N Plus Belgium SA (ex Sidech)","BASF",0
"16607","5N Plus Belgium SA (ex Sidech)","BASF",0
"16608","5N Plus Belgium SA (ex Sidech)","BASF",0
"16609","5N Plus Belgium SA (ex Sidech)","BASF",0
"16610","5N Plus Belgium SA (ex Sidech)","BASF",0
"16611","5N Plus Belgium SA (ex Sidech)","BASF",0
"16612","5N Plus Belgium SA (ex Sidech)","BASF",0
"16613","5N Plus Belgium SA (ex Sidech)","BASF",0
"16614","5N Plus Belgium SA (ex Sidech)","BASF",0
"16615","5N Plus Belgium SA (ex Sidech)","BASF",0
"16616","5N Plus Belgium SA (ex Sidech)","BASF",0
"16617","5N Plus Belgium SA (ex Sidech)","BASF",0
"16618","5N Plus Belgium SA (ex Sidech)","BASF",0
"16619","5N Plus Belgium SA (ex Sidech)","BASF",0
"16620","5N Plus Belgium SA (ex Sidech)","BASF",0
"16621","5N Plus Belgium SA (ex Sidech)","BASF",0
"16622","5N Plus Belgium SA (ex Sidech)","BASF",0
"16623","5N Plus Belgium SA (ex Sidech)","BASF",0
"16624","5N Plus Belgium SA (ex Sidech)","BASF",0
"16625","5N Plus Belgium SA (ex Sidech)","BASF",0
"16626","5N Plus Belgium SA (ex Sidech)","BASF",0
"16627","5N Plus Belgium SA (ex Sidech)","BASF",0
"16628","5N Plus Belgium SA (ex Sidech)","BASF",0
"16629","5N Plus Belgium SA (ex Sidech)","BASF",0
"16630","5N Plus Belgium SA (ex Sidech)","BASF",0
"16631","5N Plus Belgium SA (ex Sidech)","BASF",0
"16632","5N Plus Belgium SA (ex Sidech)","BASF",0
"16633","5N Plus Belgium SA (ex Sidech)","BASF",0
"16634","5N Plus Belgium SA (ex Sidech)","BASF",0
"16635","5N Plus Belgium SA (ex Sidech)","BASF",0
"16636","5N Plus Belgium SA (ex Sidech)","BASF",0
"16637","5N Plus Belgium SA (ex Sidech)","BASF",0
"16638","5N Plus Belgium SA (ex Sidech)","BASF",0
"16639","5N Plus Belgium SA (ex Sidech)","BASF",0
