"","customer","supplier","qty"
"15740","5N Plus Belgium SA (ex Sidech)","BASF",0
"15741","5N Plus Belgium SA (ex Sidech)","BASF",0
"15742","5N Plus Belgium SA (ex Sidech)","BASF",0
"15743","5N Plus Belgium SA (ex Sidech)","BASF",0
"15744","5N Plus Belgium SA (ex Sidech)","BASF",0
"15745","5N Plus Belgium SA (ex Sidech)","BASF",0
"15746","5N Plus Belgium SA (ex Sidech)","BASF",0
"15747","5N Plus Belgium SA (ex Sidech)","BASF",0
"15748","5N Plus Belgium SA (ex Sidech)","BASF",0
"15749","5N Plus Belgium SA (ex Sidech)","BASF",0
"15750","5N Plus Belgium SA (ex Sidech)","BASF",0
"15751","5N Plus Belgium SA (ex Sidech)","BASF",0
"15752","5N Plus Belgium SA (ex Sidech)","BASF",0
"15753","5N Plus Belgium SA (ex Sidech)","BASF",0
"15754","5N Plus Belgium SA (ex Sidech)","BASF",0
"15755","5N Plus Belgium SA (ex Sidech)","BASF",0
"15756","5N Plus Belgium SA (ex Sidech)","BASF",0
"15757","5N Plus Belgium SA (ex Sidech)","BASF",0
"15758","5N Plus Belgium SA (ex Sidech)","BASF",0
"15759","5N Plus Belgium SA (ex Sidech)","BASF",0
"15760","5N Plus Belgium SA (ex Sidech)","BASF",0
"15761","5N Plus Belgium SA (ex Sidech)","BASF",0
"15762","5N Plus Belgium SA (ex Sidech)","BASF",0
"15763","5N Plus Belgium SA (ex Sidech)","BASF",0
"15764","5N Plus Belgium SA (ex Sidech)","BASF",0
"15765","5N Plus Belgium SA (ex Sidech)","BASF",0
"15766","5N Plus Belgium SA (ex Sidech)","BASF",0
"15767","5N Plus Belgium SA (ex Sidech)","BASF",0
"15768","5N Plus Belgium SA (ex Sidech)","BASF",0
"15769","5N Plus Belgium SA (ex Sidech)","BASF",0
"15770","5N Plus Belgium SA (ex Sidech)","BASF",0
"15771","5N Plus Belgium SA (ex Sidech)","BASF",0
"15772","5N Plus Belgium SA (ex Sidech)","BASF",0
"15773","5N Plus Belgium SA (ex Sidech)","BASF",0
"15774","5N Plus Belgium SA (ex Sidech)","BASF",0
"15775","5N Plus Belgium SA (ex Sidech)","BASF",0
"15776","5N Plus Belgium SA (ex Sidech)","BASF",0
"15777","5N Plus Belgium SA (ex Sidech)","BASF",0
"15778","5N Plus Belgium SA (ex Sidech)","BASF",0
"15779","5N Plus Belgium SA (ex Sidech)","BASF",0
"15780","5N Plus Belgium SA (ex Sidech)","BASF",0
"15781","5N Plus Belgium SA (ex Sidech)","BASF",0
"15782","5N Plus Belgium SA (ex Sidech)","BASF",0
"15783","5N Plus Belgium SA (ex Sidech)","BASF",0
"15784","5N Plus Belgium SA (ex Sidech)","BASF",0
"15785","5N Plus Belgium SA (ex Sidech)","BASF",0
"15786","5N Plus Belgium SA (ex Sidech)","BASF",0
"15787","5N Plus Belgium SA (ex Sidech)","BASF",0
"15788","5N Plus Belgium SA (ex Sidech)","BASF",0
"15789","5N Plus Belgium SA (ex Sidech)","BASF",0
"15790","5N Plus Belgium SA (ex Sidech)","BASF",0
"15791","5N Plus Belgium SA (ex Sidech)","BASF",0
"15792","5N Plus Belgium SA (ex Sidech)","BASF",0
"15793","5N Plus Belgium SA (ex Sidech)","BASF",0
"15794","5N Plus Belgium SA (ex Sidech)","BASF",0
"15795","5N Plus Belgium SA (ex Sidech)","BASF",0
"15796","5N Plus Belgium SA (ex Sidech)","BASF",0
"15797","5N Plus Belgium SA (ex Sidech)","BASF",0
"15798","5N Plus Belgium SA (ex Sidech)","BASF",0
"15799","5N Plus Belgium SA (ex Sidech)","BASF",0
"15800","5N Plus Belgium SA (ex Sidech)","BASF",0
"15801","5N Plus Belgium SA (ex Sidech)","BASF",0
"15802","5N Plus Belgium SA (ex Sidech)","BASF",0
"15803","5N Plus Belgium SA (ex Sidech)","BASF",0
"15804","5N Plus Belgium SA (ex Sidech)","BASF",0
"15805","5N Plus Belgium SA (ex Sidech)","BASF",0
"15806","5N Plus Belgium SA (ex Sidech)","BASF",0
"15807","5N Plus Belgium SA (ex Sidech)","BASF",0
"15808","5N Plus Belgium SA (ex Sidech)","BASF",0
"15809","5N Plus Belgium SA (ex Sidech)","BASF",0
"15810","5N Plus Belgium SA (ex Sidech)","BASF",0
"15811","5N Plus Belgium SA (ex Sidech)","BASF",0
"15812","5N Plus Belgium SA (ex Sidech)","BASF",0
"15813","5N Plus Belgium SA (ex Sidech)","BASF",0
"15814","5N Plus Belgium SA (ex Sidech)","BASF",0
"15815","5N Plus Belgium SA (ex Sidech)","BASF",0
"15816","5N Plus Belgium SA (ex Sidech)","BASF",0
"15817","5N Plus Belgium SA (ex Sidech)","BASF",0
"15818","5N Plus Belgium SA (ex Sidech)","BASF",0
"15819","5N Plus Belgium SA (ex Sidech)","BASF",0
"15820","5N Plus Belgium SA (ex Sidech)","BASF",0
"15821","5N Plus Belgium SA (ex Sidech)","BASF",0
"15822","5N Plus Belgium SA (ex Sidech)","BASF",0
"15823","5N Plus Belgium SA (ex Sidech)","BASF",0
"15824","5N Plus Belgium SA (ex Sidech)","BASF",0
"15825","5N Plus Belgium SA (ex Sidech)","BASF",0
"15826","5N Plus Belgium SA (ex Sidech)","BASF",0
"15827","5N Plus Belgium SA (ex Sidech)","BASF",0
"15828","5N Plus Belgium SA (ex Sidech)","BASF",0
"15829","5N Plus Belgium SA (ex Sidech)","BASF",0
"15830","5N Plus Belgium SA (ex Sidech)","BASF",0
"15831","5N Plus Belgium SA (ex Sidech)","BASF",0
"15832","5N Plus Belgium SA (ex Sidech)","BASF",0
"15833","5N Plus Belgium SA (ex Sidech)","BASF",0
"15834","5N Plus Belgium SA (ex Sidech)","BASF",0
"15835","5N Plus Belgium SA (ex Sidech)","BASF",0
"15836","5N Plus Belgium SA (ex Sidech)","BASF",0
"15837","5N Plus Belgium SA (ex Sidech)","BASF",0
"15838","5N Plus Belgium SA (ex Sidech)","BASF",0
"15839","5N Plus Belgium SA (ex Sidech)","BASF",0
"15840","5N Plus Belgium SA (ex Sidech)","BASF",0
"15841","5N Plus Belgium SA (ex Sidech)","BASF",0
"15842","5N Plus Belgium SA (ex Sidech)","BASF",0
"15843","5N Plus Belgium SA (ex Sidech)","BASF",0
"15844","5N Plus Belgium SA (ex Sidech)","BASF",0
"15845","5N Plus Belgium SA (ex Sidech)","BASF",0
"15846","5N Plus Belgium SA (ex Sidech)","BASF",0
"15847","5N Plus Belgium SA (ex Sidech)","BASF",0
"15848","5N Plus Belgium SA (ex Sidech)","BASF",0
"15849","5N Plus Belgium SA (ex Sidech)","BASF",0
"15850","5N Plus Belgium SA (ex Sidech)","BASF",0
"15851","5N Plus Belgium SA (ex Sidech)","BASF",0
"15852","5N Plus Belgium SA (ex Sidech)","BASF",0
"15853","5N Plus Belgium SA (ex Sidech)","BASF",0
"15854","5N Plus Belgium SA (ex Sidech)","BASF",0
"15855","5N Plus Belgium SA (ex Sidech)","BASF",0
"15856","5N Plus Belgium SA (ex Sidech)","BASF",0
"15857","5N Plus Belgium SA (ex Sidech)","BASF",0
"15858","5N Plus Belgium SA (ex Sidech)","BASF",0
"15859","5N Plus Belgium SA (ex Sidech)","BASF",0
"15860","5N Plus Belgium SA (ex Sidech)","BASF",0
"15861","5N Plus Belgium SA (ex Sidech)","BASF",0
"15862","5N Plus Belgium SA (ex Sidech)","BASF",0
"15863","5N Plus Belgium SA (ex Sidech)","BASF",0
"15864","5N Plus Belgium SA (ex Sidech)","BASF",0
"15865","5N Plus Belgium SA (ex Sidech)","BASF",0
"15866","5N Plus Belgium SA (ex Sidech)","BASF",0
"15867","5N Plus Belgium SA (ex Sidech)","BASF",0
"15868","5N Plus Belgium SA (ex Sidech)","BASF",0
"15869","5N Plus Belgium SA (ex Sidech)","BASF",0
"15870","5N Plus Belgium SA (ex Sidech)","BASF",0
"15871","5N Plus Belgium SA (ex Sidech)","BASF",0
"15872","5N Plus Belgium SA (ex Sidech)","BASF",0
"15873","5N Plus Belgium SA (ex Sidech)","BASF",0
"15874","5N Plus Belgium SA (ex Sidech)","BASF",0
"15875","5N Plus Belgium SA (ex Sidech)","BASF",0
"15876","5N Plus Belgium SA (ex Sidech)","BASF",0
"15877","5N Plus Belgium SA (ex Sidech)","BASF",0
"15878","5N Plus Belgium SA (ex Sidech)","BASF",0
"15879","5N Plus Belgium SA (ex Sidech)","BASF",0
"15880","5N Plus Belgium SA (ex Sidech)","BASF",0
"15881","5N Plus Belgium SA (ex Sidech)","BASF",0
"15882","5N Plus Belgium SA (ex Sidech)","BASF",0
"15883","5N Plus Belgium SA (ex Sidech)","BASF",0
"15884","5N Plus Belgium SA (ex Sidech)","BASF",0
"15885","5N Plus Belgium SA (ex Sidech)","BASF",0
"15886","5N Plus Belgium SA (ex Sidech)","BASF",0
"15887","5N Plus Belgium SA (ex Sidech)","BASF",0
"15888","5N Plus Belgium SA (ex Sidech)","BASF",0
"15889","5N Plus Belgium SA (ex Sidech)","BASF",0
"15890","5N Plus Belgium SA (ex Sidech)","BASF",0
"15891","5N Plus Belgium SA (ex Sidech)","BASF",0
"15892","5N Plus Belgium SA (ex Sidech)","BASF",0
"15893","5N Plus Belgium SA (ex Sidech)","BASF",0
"15894","5N Plus Belgium SA (ex Sidech)","BASF",0
"15895","5N Plus Belgium SA (ex Sidech)","BASF",0
"15896","5N Plus Belgium SA (ex Sidech)","BASF",0
"15897","5N Plus Belgium SA (ex Sidech)","BASF",0
"15898","5N Plus Belgium SA (ex Sidech)","BASF",0
"15899","5N Plus Belgium SA (ex Sidech)","BASF",0
"15900","5N Plus Belgium SA (ex Sidech)","BASF",0
"15901","5N Plus Belgium SA (ex Sidech)","BASF",0
"15902","5N Plus Belgium SA (ex Sidech)","BASF",0
"15903","5N Plus Belgium SA (ex Sidech)","BASF",0
"15904","5N Plus Belgium SA (ex Sidech)","BASF",0
"15905","5N Plus Belgium SA (ex Sidech)","BASF",0
"15906","5N Plus Belgium SA (ex Sidech)","BASF",0
"15907","5N Plus Belgium SA (ex Sidech)","BASF",0
"15908","5N Plus Belgium SA (ex Sidech)","BASF",0
"15909","5N Plus Belgium SA (ex Sidech)","BASF",0
"15910","5N Plus Belgium SA (ex Sidech)","BASF",0
"15911","5N Plus Belgium SA (ex Sidech)","BASF",0
"15912","5N Plus Belgium SA (ex Sidech)","BASF",0
"15913","5N Plus Belgium SA (ex Sidech)","BASF",0
"15914","5N Plus Belgium SA (ex Sidech)","BASF",0
"15915","5N Plus Belgium SA (ex Sidech)","BASF",0
"15916","5N Plus Belgium SA (ex Sidech)","BASF",0
"15917","5N Plus Belgium SA (ex Sidech)","BASF",0
"15918","5N Plus Belgium SA (ex Sidech)","BASF",0
"15919","5N Plus Belgium SA (ex Sidech)","BASF",0
"15920","5N Plus Belgium SA (ex Sidech)","BASF",0
"15921","5N Plus Belgium SA (ex Sidech)","BASF",0
"15922","5N Plus Belgium SA (ex Sidech)","BASF",0
"15923","5N Plus Belgium SA (ex Sidech)","BASF",0
"15924","5N Plus Belgium SA (ex Sidech)","BASF",0
"15925","5N Plus Belgium SA (ex Sidech)","BASF",0
"15926","5N Plus Belgium SA (ex Sidech)","BASF",0
"15927","5N Plus Belgium SA (ex Sidech)","BASF",0
"15928","5N Plus Belgium SA (ex Sidech)","BASF",0
"15929","5N Plus Belgium SA (ex Sidech)","BASF",0
"15930","5N Plus Belgium SA (ex Sidech)","BASF",0
"15931","5N Plus Belgium SA (ex Sidech)","BASF",0
"15932","5N Plus Belgium SA (ex Sidech)","BASF",0
"15933","5N Plus Belgium SA (ex Sidech)","BASF",0
"15934","5N Plus Belgium SA (ex Sidech)","BASF",0
"15935","5N Plus Belgium SA (ex Sidech)","BASF",0
"15936","5N Plus Belgium SA (ex Sidech)","BASF",0
"15937","5N Plus Belgium SA (ex Sidech)","BASF",0
"15938","5N Plus Belgium SA (ex Sidech)","BASF",0
"15939","5N Plus Belgium SA (ex Sidech)","BASF",0
"15940","5N Plus Belgium SA (ex Sidech)","BASF",0
"15941","5N Plus Belgium SA (ex Sidech)","BASF",0
"15942","5N Plus Belgium SA (ex Sidech)","BASF",0
"15943","5N Plus Belgium SA (ex Sidech)","BASF",0
"15944","5N Plus Belgium SA (ex Sidech)","BASF",0
"15945","5N Plus Belgium SA (ex Sidech)","BASF",0
"15946","5N Plus Belgium SA (ex Sidech)","BASF",0
"15947","5N Plus Belgium SA (ex Sidech)","BASF",0
"15948","5N Plus Belgium SA (ex Sidech)","BASF",0
"15949","5N Plus Belgium SA (ex Sidech)","BASF",0
"15950","5N Plus Belgium SA (ex Sidech)","BASF",0
"15951","5N Plus Belgium SA (ex Sidech)","BASF",0
"15952","5N Plus Belgium SA (ex Sidech)","BASF",0
"15953","5N Plus Belgium SA (ex Sidech)","BASF",0
"15954","5N Plus Belgium SA (ex Sidech)","BASF",0
"15955","5N Plus Belgium SA (ex Sidech)","BASF",0
"15956","5N Plus Belgium SA (ex Sidech)","BASF",0
"15957","5N Plus Belgium SA (ex Sidech)","BASF",0
"15958","5N Plus Belgium SA (ex Sidech)","BASF",0
"15959","5N Plus Belgium SA (ex Sidech)","BASF",0
"15960","5N Plus Belgium SA (ex Sidech)","BASF",0
"15961","5N Plus Belgium SA (ex Sidech)","BASF",0
"15962","5N Plus Belgium SA (ex Sidech)","BASF",0
"15963","5N Plus Belgium SA (ex Sidech)","BASF",0
"15964","5N Plus Belgium SA (ex Sidech)","BASF",0
"15965","5N Plus Belgium SA (ex Sidech)","BASF",0
"15966","5N Plus Belgium SA (ex Sidech)","BASF",0
"15967","5N Plus Belgium SA (ex Sidech)","BASF",0
"15968","5N Plus Belgium SA (ex Sidech)","BASF",0
"15969","5N Plus Belgium SA (ex Sidech)","BASF",0
"15970","5N Plus Belgium SA (ex Sidech)","BASF",0
"15971","5N Plus Belgium SA (ex Sidech)","BASF",0
"15972","5N Plus Belgium SA (ex Sidech)","BASF",0
"15973","5N Plus Belgium SA (ex Sidech)","BASF",0
"15974","5N Plus Belgium SA (ex Sidech)","BASF",0
"15975","5N Plus Belgium SA (ex Sidech)","BASF",0
"15976","5N Plus Belgium SA (ex Sidech)","BASF",0
"15977","5N Plus Belgium SA (ex Sidech)","BASF",0
"15978","5N Plus Belgium SA (ex Sidech)","BASF",0
"15979","5N Plus Belgium SA (ex Sidech)","BASF",0
"15980","5N Plus Belgium SA (ex Sidech)","BASF",0
"15981","5N Plus Belgium SA (ex Sidech)","BASF",0
"15982","5N Plus Belgium SA (ex Sidech)","BASF",0
"15983","5N Plus Belgium SA (ex Sidech)","BASF",0
"15984","5N Plus Belgium SA (ex Sidech)","BASF",0
"15985","5N Plus Belgium SA (ex Sidech)","BASF",0
"15986","5N Plus Belgium SA (ex Sidech)","BASF",0
"15987","5N Plus Belgium SA (ex Sidech)","BASF",0
"15988","5N Plus Belgium SA (ex Sidech)","BASF",0
"15989","5N Plus Belgium SA (ex Sidech)","BASF",0
"15990","5N Plus Belgium SA (ex Sidech)","BASF",0
"15991","5N Plus Belgium SA (ex Sidech)","BASF",0
"15992","5N Plus Belgium SA (ex Sidech)","BASF",0
"15993","5N Plus Belgium SA (ex Sidech)","BASF",0
"15994","5N Plus Belgium SA (ex Sidech)","BASF",0
"15995","5N Plus Belgium SA (ex Sidech)","BASF",0
"15996","5N Plus Belgium SA (ex Sidech)","BASF",0
"15997","5N Plus Belgium SA (ex Sidech)","BASF",0
"15998","5N Plus Belgium SA (ex Sidech)","BASF",0
"15999","5N Plus Belgium SA (ex Sidech)","BASF",0
"16000","5N Plus Belgium SA (ex Sidech)","BASF",0
"16001","5N Plus Belgium SA (ex Sidech)","BASF",0
"16002","5N Plus Belgium SA (ex Sidech)","BASF",0
"16003","5N Plus Belgium SA (ex Sidech)","BASF",0
"16004","5N Plus Belgium SA (ex Sidech)","BASF",0
"16005","5N Plus Belgium SA (ex Sidech)","BASF",0
"16006","5N Plus Belgium SA (ex Sidech)","BASF",0
"16007","5N Plus Belgium SA (ex Sidech)","BASF",0
"16008","5N Plus Belgium SA (ex Sidech)","BASF",0
"16009","5N Plus Belgium SA (ex Sidech)","BASF",0
"16010","5N Plus Belgium SA (ex Sidech)","BASF",0
"16011","5N Plus Belgium SA (ex Sidech)","BASF",0
"16012","5N Plus Belgium SA (ex Sidech)","BASF",0
"16013","5N Plus Belgium SA (ex Sidech)","BASF",0
"16014","5N Plus Belgium SA (ex Sidech)","BASF",0
"16015","5N Plus Belgium SA (ex Sidech)","BASF",0
"16016","5N Plus Belgium SA (ex Sidech)","BASF",0
"16017","5N Plus Belgium SA (ex Sidech)","BASF",0
"16018","5N Plus Belgium SA (ex Sidech)","BASF",0
"16019","5N Plus Belgium SA (ex Sidech)","BASF",0
"16020","5N Plus Belgium SA (ex Sidech)","BASF",0
"16021","5N Plus Belgium SA (ex Sidech)","BASF",0
"16022","5N Plus Belgium SA (ex Sidech)","BASF",0
"16023","5N Plus Belgium SA (ex Sidech)","BASF",0
"16024","5N Plus Belgium SA (ex Sidech)","BASF",0
"16025","5N Plus Belgium SA (ex Sidech)","BASF",0
"16026","5N Plus Belgium SA (ex Sidech)","BASF",0
"16027","5N Plus Belgium SA (ex Sidech)","BASF",0
"16028","5N Plus Belgium SA (ex Sidech)","BASF",0
"16029","5N Plus Belgium SA (ex Sidech)","BASF",0
"16030","5N Plus Belgium SA (ex Sidech)","BASF",0
"16031","5N Plus Belgium SA (ex Sidech)","BASF",0
"16032","5N Plus Belgium SA (ex Sidech)","BASF",0
"16033","5N Plus Belgium SA (ex Sidech)","BASF",0
"16034","5N Plus Belgium SA (ex Sidech)","BASF",0
"16035","5N Plus Belgium SA (ex Sidech)","BASF",0
"16036","5N Plus Belgium SA (ex Sidech)","BASF",0
"16037","5N Plus Belgium SA (ex Sidech)","BASF",0
"16038","5N Plus Belgium SA (ex Sidech)","BASF",0
"16039","5N Plus Belgium SA (ex Sidech)","BASF",0
"16040","5N Plus Belgium SA (ex Sidech)","BASF",0
"16041","5N Plus Belgium SA (ex Sidech)","BASF",0
"16042","5N Plus Belgium SA (ex Sidech)","BASF",0
"16043","5N Plus Belgium SA (ex Sidech)","BASF",0
"16044","5N Plus Belgium SA (ex Sidech)","BASF",0
"16045","5N Plus Belgium SA (ex Sidech)","BASF",0
"16046","5N Plus Belgium SA (ex Sidech)","BASF",0
"16047","5N Plus Belgium SA (ex Sidech)","BASF",0
"16048","5N Plus Belgium SA (ex Sidech)","BASF",0
"16049","5N Plus Belgium SA (ex Sidech)","BASF",0
"16050","5N Plus Belgium SA (ex Sidech)","BASF",0
"16051","5N Plus Belgium SA (ex Sidech)","BASF",0
"16052","5N Plus Belgium SA (ex Sidech)","BASF",0
"16053","5N Plus Belgium SA (ex Sidech)","BASF",0
"16054","5N Plus Belgium SA (ex Sidech)","BASF",0
"16055","5N Plus Belgium SA (ex Sidech)","BASF",0
"16056","5N Plus Belgium SA (ex Sidech)","BASF",0
"16057","5N Plus Belgium SA (ex Sidech)","BASF",0
"16058","5N Plus Belgium SA (ex Sidech)","BASF",0
"16059","5N Plus Belgium SA (ex Sidech)","BASF",0
"16060","5N Plus Belgium SA (ex Sidech)","BASF",0
"16061","5N Plus Belgium SA (ex Sidech)","BASF",0
"16062","5N Plus Belgium SA (ex Sidech)","BASF",0
"16063","5N Plus Belgium SA (ex Sidech)","BASF",0
"16064","5N Plus Belgium SA (ex Sidech)","BASF",0
"16065","5N Plus Belgium SA (ex Sidech)","BASF",0
"16066","5N Plus Belgium SA (ex Sidech)","BASF",0
"16067","5N Plus Belgium SA (ex Sidech)","BASF",0
"16068","5N Plus Belgium SA (ex Sidech)","BASF",0
"16069","5N Plus Belgium SA (ex Sidech)","BASF",0
"16070","5N Plus Belgium SA (ex Sidech)","BASF",0
"16071","5N Plus Belgium SA (ex Sidech)","BASF",0
"16072","5N Plus Belgium SA (ex Sidech)","BASF",0
"16073","5N Plus Belgium SA (ex Sidech)","BASF",0
"16074","5N Plus Belgium SA (ex Sidech)","BASF",0
"16075","5N Plus Belgium SA (ex Sidech)","BASF",0
"16076","5N Plus Belgium SA (ex Sidech)","BASF",0
"16077","5N Plus Belgium SA (ex Sidech)","BASF",0
"16078","5N Plus Belgium SA (ex Sidech)","BASF",0
"16079","5N Plus Belgium SA (ex Sidech)","BASF",0
"16080","5N Plus Belgium SA (ex Sidech)","BASF",0
"16081","5N Plus Belgium SA (ex Sidech)","BASF",0
"16082","5N Plus Belgium SA (ex Sidech)","BASF",0
"16083","5N Plus Belgium SA (ex Sidech)","BASF",0
"16084","5N Plus Belgium SA (ex Sidech)","BASF",0
"16085","5N Plus Belgium SA (ex Sidech)","BASF",0
"16086","5N Plus Belgium SA (ex Sidech)","BASF",0
"16087","5N Plus Belgium SA (ex Sidech)","BASF",0
"16088","5N Plus Belgium SA (ex Sidech)","BASF",0
"16089","5N Plus Belgium SA (ex Sidech)","BASF",0
"16090","5N Plus Belgium SA (ex Sidech)","BASF",0
"16091","5N Plus Belgium SA (ex Sidech)","BASF",0
"16092","5N Plus Belgium SA (ex Sidech)","BASF",0
"16093","5N Plus Belgium SA (ex Sidech)","BASF",0
"16094","5N Plus Belgium SA (ex Sidech)","BASF",0
"16095","5N Plus Belgium SA (ex Sidech)","BASF",0
"16096","5N Plus Belgium SA (ex Sidech)","BASF",0
"16097","5N Plus Belgium SA (ex Sidech)","BASF",0
"16098","5N Plus Belgium SA (ex Sidech)","BASF",0
"16099","5N Plus Belgium SA (ex Sidech)","BASF",0
"16100","5N Plus Belgium SA (ex Sidech)","BASF",0
"16101","5N Plus Belgium SA (ex Sidech)","BASF",0
"16102","5N Plus Belgium SA (ex Sidech)","BASF",0
"16103","5N Plus Belgium SA (ex Sidech)","BASF",0
"16104","5N Plus Belgium SA (ex Sidech)","BASF",0
"16105","5N Plus Belgium SA (ex Sidech)","BASF",0
"16106","5N Plus Belgium SA (ex Sidech)","BASF",0
"16107","5N Plus Belgium SA (ex Sidech)","BASF",0
"16108","5N Plus Belgium SA (ex Sidech)","BASF",0
"16109","5N Plus Belgium SA (ex Sidech)","BASF",0
"16110","5N Plus Belgium SA (ex Sidech)","BASF",0
"16111","5N Plus Belgium SA (ex Sidech)","BASF",0
"16112","5N Plus Belgium SA (ex Sidech)","BASF",0
"16113","5N Plus Belgium SA (ex Sidech)","BASF",0
"16114","5N Plus Belgium SA (ex Sidech)","BASF",0
"16115","5N Plus Belgium SA (ex Sidech)","BASF",0
"16116","5N Plus Belgium SA (ex Sidech)","BASF",0
"16117","5N Plus Belgium SA (ex Sidech)","BASF",0
"16118","5N Plus Belgium SA (ex Sidech)","BASF",0
"16119","5N Plus Belgium SA (ex Sidech)","BASF",0
"16120","5N Plus Belgium SA (ex Sidech)","BASF",0
"16121","5N Plus Belgium SA (ex Sidech)","BASF",0
"16122","5N Plus Belgium SA (ex Sidech)","BASF",0
"16123","5N Plus Belgium SA (ex Sidech)","BASF",0
"16124","5N Plus Belgium SA (ex Sidech)","BASF",0
"16125","5N Plus Belgium SA (ex Sidech)","BASF",0
"16126","5N Plus Belgium SA (ex Sidech)","BASF",0
"16127","5N Plus Belgium SA (ex Sidech)","BASF",0
"16128","5N Plus Belgium SA (ex Sidech)","BASF",0
"16129","5N Plus Belgium SA (ex Sidech)","BASF",0
"16130","5N Plus Belgium SA (ex Sidech)","BASF",0
"16131","5N Plus Belgium SA (ex Sidech)","BASF",0
"16132","5N Plus Belgium SA (ex Sidech)","BASF",0
"16133","5N Plus Belgium SA (ex Sidech)","BASF",0
"16134","5N Plus Belgium SA (ex Sidech)","BASF",0
"16135","5N Plus Belgium SA (ex Sidech)","BASF",0
"16136","5N Plus Belgium SA (ex Sidech)","BASF",0
"16137","5N Plus Belgium SA (ex Sidech)","BASF",0
"16138","5N Plus Belgium SA (ex Sidech)","BASF",0
"16139","5N Plus Belgium SA (ex Sidech)","BASF",0
"16140","5N Plus Belgium SA (ex Sidech)","BASF",0
"16141","5N Plus Belgium SA (ex Sidech)","BASF",0
"16142","5N Plus Belgium SA (ex Sidech)","BASF",0
"16143","5N Plus Belgium SA (ex Sidech)","BASF",0
"16144","5N Plus Belgium SA (ex Sidech)","BASF",0
"16145","5N Plus Belgium SA (ex Sidech)","BASF",0
"16146","5N Plus Belgium SA (ex Sidech)","BASF",0
"16147","5N Plus Belgium SA (ex Sidech)","BASF",0
"16148","5N Plus Belgium SA (ex Sidech)","BASF",0
"16149","5N Plus Belgium SA (ex Sidech)","BASF",0
"16150","5N Plus Belgium SA (ex Sidech)","BASF",0
"16151","5N Plus Belgium SA (ex Sidech)","BASF",0
"16152","5N Plus Belgium SA (ex Sidech)","BASF",0
"16153","5N Plus Belgium SA (ex Sidech)","BASF",0
"16154","5N Plus Belgium SA (ex Sidech)","BASF",0
"16155","5N Plus Belgium SA (ex Sidech)","BASF",0
"16156","5N Plus Belgium SA (ex Sidech)","BASF",0
"16157","5N Plus Belgium SA (ex Sidech)","BASF",0
"16158","5N Plus Belgium SA (ex Sidech)","BASF",0
"16159","5N Plus Belgium SA (ex Sidech)","BASF",0
"16160","5N Plus Belgium SA (ex Sidech)","BASF",0
"16161","5N Plus Belgium SA (ex Sidech)","BASF",0
"16162","5N Plus Belgium SA (ex Sidech)","BASF",0
"16163","5N Plus Belgium SA (ex Sidech)","BASF",0
"16164","5N Plus Belgium SA (ex Sidech)","BASF",0
"16165","5N Plus Belgium SA (ex Sidech)","BASF",0
"16166","5N Plus Belgium SA (ex Sidech)","BASF",0
"16167","5N Plus Belgium SA (ex Sidech)","BASF",0
"16168","5N Plus Belgium SA (ex Sidech)","BASF",0
"16169","5N Plus Belgium SA (ex Sidech)","BASF",0
"16170","5N Plus Belgium SA (ex Sidech)","BASF",0
"16171","5N Plus Belgium SA (ex Sidech)","BASF",0
"16172","5N Plus Belgium SA (ex Sidech)","BASF",0
"16173","5N Plus Belgium SA (ex Sidech)","BASF",0
"16174","5N Plus Belgium SA (ex Sidech)","BASF",0
"16175","5N Plus Belgium SA (ex Sidech)","BASF",0
"16176","5N Plus Belgium SA (ex Sidech)","BASF",0
"16177","5N Plus Belgium SA (ex Sidech)","BASF",0
"16178","5N Plus Belgium SA (ex Sidech)","BASF",0
"16179","5N Plus Belgium SA (ex Sidech)","BASF",0
"16180","5N Plus Belgium SA (ex Sidech)","BASF",0
"16181","5N Plus Belgium SA (ex Sidech)","BASF",0
"16182","5N Plus Belgium SA (ex Sidech)","BASF",0
"16183","5N Plus Belgium SA (ex Sidech)","BASF",0
"16184","5N Plus Belgium SA (ex Sidech)","BASF",0
"16185","5N Plus Belgium SA (ex Sidech)","BASF",0
"16186","5N Plus Belgium SA (ex Sidech)","BASF",0
"16187","5N Plus Belgium SA (ex Sidech)","BASF",0
"16188","5N Plus Belgium SA (ex Sidech)","BASF",0
"16189","5N Plus Belgium SA (ex Sidech)","BASF",0
"16190","5N Plus Belgium SA (ex Sidech)","BASF",0
"16191","5N Plus Belgium SA (ex Sidech)","BASF",0
"16192","5N Plus Belgium SA (ex Sidech)","BASF",0
"16193","5N Plus Belgium SA (ex Sidech)","BASF",0
"16194","5N Plus Belgium SA (ex Sidech)","BASF",0
"16195","5N Plus Belgium SA (ex Sidech)","BASF",0
"16196","5N Plus Belgium SA (ex Sidech)","BASF",0
"16197","5N Plus Belgium SA (ex Sidech)","BASF",0
"16198","5N Plus Belgium SA (ex Sidech)","BASF",0
"16199","5N Plus Belgium SA (ex Sidech)","BASF",0
"16200","5N Plus Belgium SA (ex Sidech)","BASF",0
"16201","5N Plus Belgium SA (ex Sidech)","BASF",0
"16202","5N Plus Belgium SA (ex Sidech)","BASF",0
"16203","5N Plus Belgium SA (ex Sidech)","BASF",0
"16204","5N Plus Belgium SA (ex Sidech)","BASF",0
"16205","5N Plus Belgium SA (ex Sidech)","BASF",0
